,text,target
4514,why did it ? lmao . i only back out if it gets really really serious ....:((,0
4515,"had wondered why this has not happened earlier ? but then i realized , we do not have the leadership to do it ! :-( # wakeupgop",0
4516,ah dude :(,0
4517,i wanna take adams candy and eat it :(,0
4518,please watch infinite ' s mv !!!!!! :(,0
4519,can not believe i was too ill to go to work today . wish i was there :(,0
4520,same :((((( i hate school u dont understand i missed a lot i blame school,0
4521,like i can not actually put any pressure on my ankle so i have to hop around the house and i just lost my balance and fell over :(,0
4522,bull shark :( i am so late !!!! trafficccccccc,0
4523,i miss oscar :(,0
4524,i need translator :(,0
4525,but last time the one was working :( and their fb is gone too ? i have not checked for a long time lol,0
4526,"because you ' re asian !!!! ummmm or maybe because ur filmed child pornography , slutshamed , faked suicide , ect . :-(",0
4527,poland is not faraway from germany girls :( i still believe that one day we can meet,0
4528,good on you ! i quit my full time job last week and now can not find another one :(,0
4529,":( well , the cookies better be worth it",0
4530,lmao if i can catch up to the point where i can watch weekly then i ' ll be ok with that if i make it to 700 & there ' s 800 eps :(,0
4531,those cakes look amazing ! can not believe i ' m missing it ! :(,0
4532,i keep forgetting you ' re in the area . :-( but want to visit . next time xx,0
4533,"makes me want to watch the whole film , then the cgi kicks in ( oops , pun ) & i start grumbling & turn it off :(",0
4534,seeing delph in another kit upsets me :(,0
4535,miss you too :( ! and haha the x ' s 😂😂 i still remember how u hate them xxxxx,0
4536,# zayniscomingbackonjuly26 this is not funny :(((((,0
4537,we ' re allowed a cheat meal :(,0
4538,"have fun in osaka , super junior !! :( it would be lovely to watch their comeback stage though",0
4539,aytona ? hala guys get ready na mathird wheel :(( jkjk,0
4540,worst day ever :( # pain # ...,0
4541,can only backtrack 3 hours :( .... it ' s time to start actually utilizing these lists,0
4542,so i have to survive another week without my phone :(,0
4543,i wish :(,0
4544,pats jay : (,0
4545,sad story broh :(,0
4546,uh i was asleep :(,0
4547,i need my boyfriend rn but he will not answer my callllllls :(,0
4548,the icarus 500 awning unfortunately will not fit the 600 size :(,0
4549,2 bach :(,0
4550,6 days left :(,0
4551,please baby follow me :(((,0
4552,there ' s nothing to do :-(,0
4553,i can not feel tomorrow :(,0
4554,no give work again your old staff come police later my be court . i look another job . :( bye bye .,0
4555,with landlords like as mp ' s though that ' s not going to be easy ? :-(,0
4556,looking at old photos and getting sad :(,0
4557,oh no :( hope everything is okay .,0
4558,i want i want i want you to follow me i want i want i want but that ' s crazy :( please love !(:♡♡,0
4559,its bullshit :(,0
4560,!! nuggets and fries !! :-((,0
4561,love warrior :-(,0
4562,but too tired to eat :(,0
4563,daming assignment :(,0
4564,i ' m watching gossip girl and its making me so sad :(,0
4565,tomorrow :(((,0
4566,i still really miss my purple hair tie :(,0
4567,i can not deal with this match unless ishii just fucks everything up :(,0
4568,clara and yiling left me :(,0
4569,whatever stil l young >:-(,0
4570,last chance :(,0
4571,same :(,0
4572,is it just me or does it look like she cried ? it looks like she cried a bit :(,0
4573,come online and follow people :/ what z wrong in me ?! y do u ignore me sidharth ?!?!! :( :(,0
4574,"lol , i ' m too lazy to learn ps :((((",0
4575,do not sleep . i ' m here : (,0
4576,bad day ???:-(,0
4577,tagal :(,0
4578,oh no ndabenhle :-( please let us know why you feel this way ? ^ sa,0
4579,i ' ve got one poorly doggy :(,0
4580,reply please antagal :(,0
4581,windows 7 here :(,0
4582,"well , i ' m only on p . 41 & 8 pages of notes thus far :-( and i ' ve read twice before",0
4583,i want all of kylie jenners clothes :(,0
4584,"yes unfortunately i am , i have done the whole troubleshooting of the box too and i ' m still having issues :(",0
4585,i miss those convo ' s so bad damn :(,0
4586,dem free tix to big bang concert :(,0
4587,so youre not gonna guess whats inside my box ? :(((,0
4588,idk :-( maybe because i think boobs are more fun to play with,0
4589,jahat :(,0
4590,we ' re sorry about this :( you ' ll no longer be able to access the site as you ' ll automatically be redirected to your local site .,0
4591,i was mad at gigi in my dream because we were hanging out and she didnt want to talk to me :(,0
4592,carter : i do not deserve this hate :( me : and i do not deserve just a single corn chip ? i deserve two corn chips ?,0
4593,nnnoooo !!! cz he ' s not a daddy gorilla anymore ... :(,0
4594,i still have over 6 hours of work left omg :(,0
4595,do you have a link ? i missed hbm :(,0
4596,freaking humidity !! i think i never get used to it even i ' m 100 % japanese . :(,0
4597,school works :(,0
4598,:( i can no longer admire the consistency of jason shackell ' s hair on the podcast,0
4599,"i envy those people who get to meet and have a picture with laura , taylor , lana , etc . they ' re so lucky to meet my babies :(",0
4600,i want both of this sa bday ko :( :( :( ^ _ ^ ^ _ ^ < 3,0
4601,:-( please notice me gonna spam u till u follow me baby,0
4602,my kik - twers782 # kik # kikhorny # lesbian # hornykik # girls # countrymusic # hornykik :(,0
4603,i need hug :(,0
4604,no words can explain how much i miss you . hope you know that . :(,0
4605,oh gfriend is performing rn ? :(,0
4606,ok :-( i only have my d & w hahaahahahaha,0
4607,"sm1 was not that bad . i mean , i only got mutilated by a robot that shot through a wall i did not know could be destroyed ...>:(",0
4608,dare :(,0
4609,"good morning , twitter friends ! hope you all have an amazing day ! so freakin tired , need more sleep :(",0
4610,"😢 ""@ haestarr : i ’ m just :((",0
4611,i wish i was there to help :(,0
4612,it was good as always 😀 flying back today though :(,0
4613,why do i need to have a car that functions as a car :(,0
4614,"i wish twitter would support audio recordings . i would send yall snippets , these are amazing :(",0
4615,et brotherhood of steel ? :(,0
4616,:-( please notice mefd,0
4617,missing diana :(,0
4618,"the master has figured out how to turn led into gold , we ' re doomed :(",0
4619,i want to pull an all nighter but i ' m so sleepy already :(,0
4620,all i ever wanna do is sleeep :( but they will not let mee,0
4621,oh am i not allowed to vote for the teen choice awards ?? :(( it said i ' m out of the area,0
4622,all i want is for my icon to be a selfie of jack and i :((,0
4623,:-( please notice meowkd,0
4624,twitter is turning so much complicated . can not find the trends now . :(,0
4625,you ' re right . i ' m very tired :( good night my ally . i love you ❤️,0
4626,😂 i wish i had the channel to watch it :( i usually watch it online but i do not have a laptop anymore :/,0
4627,rude :(,0
4628,"again , i would just want people to understand your busy , daily schedule 😞 c ' mon , guys . i barely even get 5 hours of sleep :-(",0
4629,:((( no they killed him,0
4630,i think shes busy :(,0
4631,swimmer ' s ear kasi :(,0
4632,what do you want for your bday ? answer please — idk leh :( : b,0
4633,yeahhh ...:( tht corner will b remembered always only coz of gg ...:( n bb didnot show ths clip in episode :(,0
4634,it ' s released online but not on the album that i know of :(,0
4635,:-( please notice me h,0
4636,"😂😂😂 thank you san 😀"": i wanna change my avi but usanele :(""",0
4637,sad day for nathan :(,0
4638,noo sad times :( ruby will have to replace you as the shuffling act,0
4639,i got so excited when micha rt or fave my tweet why am i such a creep :-(,0
4640,"does anyone wanna be my friend , i ' m just a lonely girl from england who is bored as hell throughout the summer holidays .. :(",0
4641,home alone again :(,0
4642,whose idea was it to ave triple business lectures on a friday afternoon from 2 - 5 ? :(,0
4643,until when ? :(,0
4644,that ' s a damn lie :(,0
4645,i ' m not allowed to give blood :(,0
4646,"then about six months ago , bottom jaw , second tooth from the back broke a quarter ... on all things , chewing gum ! :(",0
4647,how did i go to sleep at 12 last night but rn im up :(,0
4648,:-( please notice me,0
4649,"no , it ' s not just you . twitter have decided to take that feature away :-(",0
4650,"i ' m okay , just tired and i planned to go out today but it ' s raining :( how are you ?",0
4651,"thats why they been pushing emoji , i give sony five :-( :-( :-( :-( :-( :-(",0
4652,is it too late ? :( # followmeaaron,0
4653,tzelumxoxo ! i dont really used line because is at my ipod :-(((( i used whatsapp more actually !!!,0
4654,buy me something to drank then cause we have nothing :(,0
4655,i slept all day and now i can not sleep :(,0
4656,:-( please notice mew,0
4657,", some people :(( how r u ?",0
4658,it was not indicated on the sms i received . :(,0
4659,you got regular :((((,0
4660,my kik : oulive70748 # kik # kikmenow # photo # babe # loveofmylife # brasileirao # viernesderolenahot :(,0
4661,i feel u :(,0
4662,"longmorn 30 y . o . supposed to be a replacement to tobermory 32 y . o . but ... beginning is strong , tail is missing :(",0
4663,waiting for love me recuerda tanto a bath :((,0
4664,where has the sun gone ?? :(,0
4665,he dies in the movie :(,0
4666,"shit .. i suggest na suck it up muna :( i know its hard , but being a nurse is more important right ?",0
4667,:( what ’ s the issue ?!,0
4668,hrryok : the fact that harry still hold his mom ’ s hand :( :( :(,0
4669,and the much awaited excitement is all down now ! going to be a boring friday and weekend :(,0
4670,:( why am i not asleep,0
4671,baby :(,0
4672,hp and the cursed child . not a book but a play . :(,0
4673,when ur crazy af and u want to hurt urslef by editing stuff lime this and u know this shit aint real :( 😭,0
4674,omg we r the same hahah :(( omg debut mo na next year :(((,0
4675,i wish i could meet the boys one day :(,0
4676,"i try not to keep it in the house any more . used to buy truckloads but not doing miss 13 any favours , so no more :(",0
4677,this is it :-(,0
4678,some of the best spectator sailing uk this w ' end but bbc just showing highlights :( ‘ flying ’ foiling ac45 catamarans,0
4679,if it was you maybe but its not :(,0
4680,guys add my kik - pely829 # kik # kikmenow # fuck # model # amateur # elfindelmundo # sextaatequemfimseguesdvcomvalentino :(,0
4681,"could you pls take care of the servers befor you send that ? we have no value in it , as long as we can not get in :(",0
4682,"my lovely baby , sweet cinnamon you are the best :(",0
4683,comfort me . :(,0
4684,mtap tomorrow which means i have to sleep early tonight . :-(,0
4685,penge bestfriend :( # psygustokita,0
4686,frozen bagus emang ? :(,0
4687,i wish i could dm you cute things :( ( preferably cute kittens and puppies ),0
4688,i still have to get a paper from engg then go back to cmc then our before maging okay :((,0
4689,"that ' s kind of a dumb statement because who likes moodswings ?? it ' s like making a tweet saying "" i hate terminal diseases :("" like wow unique",0
4690,slow news day ! :-(,0
4691,:-( please notice men,0
4692,you should have watched with us :(,0
4693,regret and regret :((,0
4694,"even though i have seen the whole of peep show multiple times , nothing could have prepared me for netflix removing series 1 - 7 ... why :(",0
4695,that ' s what she said ! .... :(,0
4696,is there any other way for me to get the bandana ?:((,0
4697,"hi there , oh no :( let ' s take a look at this for you , please chat to us here",0
4698,that sad moment when u r leaving in two days :(,0
4699,:-( please notice mef,0
4700,did your rebound run away already ??? pooooooooor you :((((((,0
4701,lol we did it at 2am last night . my face though ? people think i ' m perpetually pissed off or sad b / c of my resting bitchface . :(,0
4702,:-( @ missing all the fun,0
4703,:-( please notice me z,0
4704,only a few people have wished my birthday . :(,0
4705,:( the world is awful .,0
4706,i let you down and now i feel like complete shit . :(,0
4707,"uh huh :( two times , because i ' m super clever like that",0
4708,:( bitch you really went ?,0
4709,when fave unfollows :(😩💖,0
4710,i really want to visit iceland :(,0
4711,# zayn_come_back_we_miss_you < 3 < 3 :( so much,0
4712,starving :-(,0
4713,"bc i am feeling very creepy today : ) // pmsl . mianhe , milkeu :(",0
4714,i wanna meet the boys :(,0
4715,the internet is being a total bitch : (,0
4716,lrt bambam likes those sodas too :((( we were meant to be :((((,0
4717,1 more :(,0
4718,i wish i could go shopping but my whole weekend is taken up :(( it ' s annoying,0
4719,the people i usually stay up with are all asleep wtf :(,0
4720,cheer up :-(,0
4721,payback for liking your videos and trying to help you get kit kats ? :(,0
4722,i ' m not even tired :-(,0
4723,so no one about to come smoke with me ? :(,0
4724,87000 jobee delivery pls :(,0
4725,happy birthday bes ! enjoy your day beb . i love you ! miss you sooooo muchie :( see you soon sana ! 💞🎈🎂🎉😘,0
4726,cutie :(((,0
4727,always fall asleep so early when i ' m texting someone :(,0
4728,all it says is ' no icecream available ' :(,0
4729,when she asked to go to the bathroom :-( i ' m really enjoying the show though .,0
4730,i lagg so much on certain people :(,0
4731,i need to clear my head :(,0
4732,my baby went back to sleep & now i ' m bored :-(,0
4733,ughh i got nothing but pain :(,0
4734,laper banget !! :(,0
4735,naw :( deep dreamed my novel hoping there ' d be invisible page beasts scuttling around but there ' s just worm tracks,0
4736,bauuuuuuuukkk :(,0
4737,too bad you guys cant attend today ' s music bank :(,0
4738,worried :-(((((((((((,0
4739,“: its mine .... damnnn fineeeeeeeee omaigoshhhhhhh can i have you :((((,0
4740,they did not care that i was a muslim :(,0
4741,no it ' s not :(,0
4742,when jessica calls and quits on power abs at 5 : 15 :-(,0
4743,"she lost us , her friends ... :( she ' s the one who started the argument .",0
4744,hope you ' re having fun at vidcon !! rlly bummed i couldnt go :(( love you sunshine 💛💛💛💛,0
4745,yepp .. i ' m getting bore :(,0
4746,last night was so good :( 😺💒💎🎉,0
4747,can you follow me ? :(,0
4748,feelin ' sick :((,0
4749,"if you want a biscuit slathered in chocolate , it ' s definitely taxed . boo . :(",0
4750,from our investigations the answer is ' no '. especially when the pups die within the free insurance period :(,0
4751,"it jsut ended , :(",0
4752,my heart hurts real bad :(,0
4753,how awful :(,0
4754,follow me pls !:(,0
4755,but if i ' m being realistic .... :(,0
4756,my beloved grandmother : (,0
4757,i am not a happy princess today :( sighs but i will get some work done x ~ purple princess edits ~,0
4758,babeeeee :((( you ' re so demn hotaisndonwyvauwjoqhsjsnaihsuswtf,0
4759,something wrong :(,0
4760,no words can explain the way i missing you :(((,0
4761,i think need 2 years training to beat the record sia :(,0
4762,"nirame ya geng :( ( with fikri , anna , and 6 others at tirtagangga hotel ) —",0
4763,char im really sick :(( one * font size 8 * minion float * font size 12 * for the sick kid pls :((,0
4764,bestfriend like ed plsss :(,0
4765,# riprishikeshwari . your soul rest in peace . :(,0
4766,no i do not :(. i just unfollowed like 300 people cause following over 1k people was difficult,0
4767,when you do not have enough time to listen to all your artists ' music :-(,0
4768,take me to ice creamist pleaseeeee !:(,0
4769,no . and it ' s always going to be a terrible time . :(,0
4770,:-( it ' s not a challenge though . please check our fb page for entries and rather do a substitution . thanks !,0
4771,i can not even see hyungwon :(,0
4772,tell him to pls eat more :-(((,0
4773,thats life . i get calls from people i havent seen in 20 years and its always favours : (,0
4774,"omg :( every time i would complain about my skin to my mom she was all "" everyone gets pimples "" like no they do not . although she",0
4775,# letsfootball # atk greymind43 : breaking news : chris gayle says he will be out of cricket for 2 - 3 months due to back surgery . :( # cplt20 # cp …,0
4776,i miss hannah montana and that ' s so raven sooo much :-(((,0
4777,i want to rt :(,0
4778,is he gonna be okay i love him :(,0
4779,awh :-( 💙 but you have to stay 💪,0
4780,last full night in greece :( @ opus inner pleasure,0
4781,"very disappointing to hear this , especially have just invested in one :-(",0
4782,yes :( but we have a bbq to attend,0
4783,it did not work :(,0
4784,three 190s in a row ?! where is my 33 :(,0
4785,my throat hurts so bad what do i do ? :(,0
4786,lolliver !!!!! :(,0
4787,im watching disney channel by myself :(,0
4788,nobody is picking the one on the right :(,0
4789,can someone gift me :( # calibraskaep i need it so bad,0
4790,lol just got split so hard . lol single single split collat spilt single single spilt single split single single collat . :(,0
4791,"i hope you feel better , jay . :(",0
4792,yes many times :( .# quitkarwaoyaaro,0
4793,stu deacti ̇ vated :(,0
4794,very disappointed :( never ever been lucky from your handle . # jabongatpumaurbanstampede,0
4795,hello !!! i need 2 . 5 off g2a code pls :(,0
4796,thesis thesis thesis thesis thesis thesis thesis thesis thesis thesis sherep nemen ng behey ke :(,0
4797,should i deactivate my acc ? :( # otwolgrandtrailer,0
4798,still sad that they kicked out the epic motherfucker :(,0
4799,i really want another tattoo :(,0
4800,someone get mads a reece vm tomorrow please !!!! she ' s never had one :(,0
4801,deth deth dont leave me :(,0
4802,so true :-(,0
4803,let ' s go for # 더쇼 cast your vote for # got7 today :((((((((((((((((((((((((,0
4804,can someone hug me pls ? :((((((,0
4805,"omg :( not gonna happen , yeah we wish ..",0
4806,:( at lest you have the gp to get you through it ^ _ ^,0
4807,aww :( catch them at the departure then !,0
4808,it apparently isnt :(,0
4809,i miss those days :( # toothsensitivity .,0
4810,it ' s unavailable now :(,0
4811,you mean we can not wipe them out ? :-(,0
4812,just found out my flight home is 13 hours long :(((((((,0
4813,ugh yuck :( make sure you rest the next two days then,0
4814,omg so sad then on your birthday sorry i didnt send something ystrday ill do it later cuz i dont have my phone now :(((,0
4815,seolhyun isnt in these first eps because shes filming a drama :((,0
4816,sorry :(,0
4817,i always get like 5 4 - piece spicy nuggets :(,0
4818,im sooo hungry though :(,0
4819,thigh cramps :-(,0
4820,"to my fellow morning owls , surely you have noticed the sun already rising a bit later ... sign that winter is coming :(",0
4821,nowhere near being tired :(,0
4822,too hot :(,0
4823,dude :( i ' m scared lol,0
4824,raining the whole day in mumbai . don ’ t feel like working at all . :(,0
4825,best get me and my little lady out of our pj ' s need to go wallpaper for me mom :( really cba today,0
4826,yes pls far i need it :(,0
4827,did not even know it could get hotter than this fml :(,0
4828,"aw bless you , this made me smile ! i ' m missing you too :(",0
4829,"hi , life :(",0
4830,i was not in the mood the whole day :-(,0
4831,almost done with parks and rec :( lol,0
4832,are u coming back ? :(,0
4833,"hi there , we ' re sorry to hear this :( log in here : you ' ll be able to see all the information you need .",0
4834,gotdamn :-(,0
4835,i want my phone baaack :(((,0
4836,be honest . do you miss dubai ? because dubai misses you and we want you to come back :(,0
4837,we finally get star driver in srw and it ' s a mobage :(,0
4838,being sad for no reason sucks because u dunno how to stop being sad so u just gotta chill in ur room and listen to music & b alone :(,0
4839,"if you have streaming passes for melon , please stream as much as you can . # 인피니트 ' s digitals are so # bad :(",0
4840,snapchat - jannygreen18 # snapchat # kiksex # hot # teen # lgbt # goodmusic # sexcams :(,0
4841,aw :( * strokes *,0
4842,i first saw gnr opening for alice cooper before they were famous . we partied backstage ; no alice r slash . :(,0
4843,tagged by ♡ i ' m sorry i have a lot of music so you prolly do not know half of it :( also,0
4844,24 hours not enough :(,0
4845,a bunny . :(,0
4846,stress let me go . :(,0
4847,i wish for bloopers :((((,0
4848,no no i love u most and fuck i know :(,0
4849,yeah :(,0
4850,$ 20 is nothing though :(,0
4851,aww i ' ve already left !! i would have come and said hey if i had have seen it sooner :( have a good night ! x,0
4852,how weird :( ^^,0
4853,"sr . financial analyst - expedia , inc .: (# bellevue , wa ) # finance # expediajobs # job # jobs # hiring",0
4854,seriously :(,0
4855,"tried to make prison style alcohol , failed badly and ended up with a massive dose of the shits .... :(",0
4856,not fair he still looks so cute how :(,0
4857,hi !!!!!! love u :( :(,0
4858,overly attached . :((((,0
4859,i . m ' s voice :( lord help,0
4860,i want that bandana and bottle set huhuh :((,0
4861,i can not sleep bc heartburn :-(,0
4862,meet steven @ the only kid who listens to me :(,0
4863,i ' m so fucking jealous of everyone on holiday :(,0
4864,terrible thing about doin yoga or working out . once you stopped and start again ... awalmu njareeeeem :(,0
4865,nooooooooo her last day is today :(,0
4866,i care about maggie but she is a psycho bitch i want to kill myself and take a two day vacation off twitter :( wahhh,0
4867,really not looking forward to work tonight though :(,0
4868,i miss abudhabi :(,0
4869,going home blues this am :-( but back on monday # hibye for social action plans # shareyoursummer,0
4870,being a pro soccer play would be so cool :(,0
4871,i wish but b8 too strong :(,0
4872,hey girl you must . be a dairy produxt because i want you but i can not have you i am lactose intolerant . :(,0
4873,"# midlands yes thanks for the depressing weather forecast , where the word ' rain ' was mentioned several times :-(",0
4874,why am i crying ?! :(,0
4875,you ' ll be this old one day ..... :(,0
4876,"literally spent all day yesterday sleeping on and off in bed , and i ' m still absolutely fucking knackered today :((",0
4877,this new sandra bland footage is really the icing on the cake .. heartbreaking how they dragged her lifeless body from the police car :(,0
4878,i kno :(,0
4879,we ' re sorry you feel this way shell :( we regularly review our pricing to offer the best we can .,0
4880,sorry to hear this jess :( the quickest way is to call + 44 7782 333 333 or we can add this to your account within 72 hours :,0
4881,pengen boxing :( ( at ) —,0
4882,girlll did u hear abt the possibly tsunami for us in west indies ?? im in my island im afraid lol :((,0
4883,i do not have you on snap :(,0
4884,would love to see her w / nick but if she picks no one i waisted tv time . & they never work out anyway . :(,0
4885,hulk hogan in the news for a racial tirade :( i thought he couldnt stoop lower than his role in thunder in paradise,0
4886,sorry for forgetting this very important day huhu fight me im so so so sorry :(,0
4887,breaking the habit of a lifetime ... i ' m about to play a call of duty game .. :(,0
4888,i apologize for annoying you so much on snapchat :(,0
4889,adults just take all the things too serious . really miss when i was kid :(,0
4890,. the facade of democracy has dropped so quickly :(,0
4891,i am a confused brat . :(,0
4892,someone come over and i ' ll make popcorn and watch movies just pls cuddle me :(,0
4893,finally home . been driving since 5am :(,0
4894,tb in mr o ' s class :(,0
4895,bade fursat se usey banaya hai usey uppar waale ney . afsos humse dur hai wo :(,0
4896,"oh really :( i saw a few gif posts and some had seen really happy about it , but maybe it ' s people who ' d be happy with any naruhina",0
4897,you can not :(,0
4898,thats an english nameeee :(( haiqal isnt an english name but you remember him,0
4899,i want that but i dont have paypal :(,0
4900,"and that ' s how my 360hrs of "" summer "" ends ..... huhuhu i will miss picc a lot :(((((",0
4901,my heart hurts :(,0
4902,my instore card expired in june & i havent been sent a new one :(,0
4903,"mcountdown pre - voting is begin , we are at 5th place :(",0
4904,i felt bad when irene forgot what she was going to say :(,0
4905,wow that ' s great ! what ' s your username ? :(,0
4906,"minho still injured ,, :( ,, get well oppa we miss you < 3",0
4907,"they can not even deliver ice cream . i tried twice , all the ice cream vans are busy :(",0
4908,i want durian strudel :(.,0
4909,vidcon :((,0
4910,guys add me on snapchat - amargolonnard # snapchat # kikmeboys # sexy # french # dirtykik # newmusic # sexcams :(,0
4911,u change u say i change tsk :(,0
4912,damn .. i wish i could just sleep :(,0
4913,like why did you have to join the marines ? :-(,0
4914,i ' m sad yall thought it was real :(,0
4915,i ' m not going :( kailan ba ? may tix ka ?,0
4916,you ' ve already killed me tho . :(,0
4917,hotel for dogs was pretty sad too where the brother & sister got separated :(,0
4918,missing that cute someone la !! :(,0
4919,"payday , but feels like payhour as its all gone to my bills immediately :(",0
4920,lmao :( most natural hair i ' ve seen is ugly i swear,0
4921,nope :( best place to get it first is to pre - order on amazon :,0
4922,"i was there on the sunday for a little while . not been able to get up much this year , busy :( all looked great tho !",0
4923,you do not fwm :(,0
4924,what ' s wrong ?:((,0
4925,i miss my guppy . :-(,0
4926,it just does not go away ... you must go to the dentist . :( # poorkid,0
4927,"thanks - lack of time is a problem , is not it :(",0
4928,when you get misunderstood :(,0
4929,when ur cat is super nice and cuddly but then suddenly scratches and tries to bite :( like who can i trust anymore,0
4930,i hit my thumb :(.,0
4931,we almost got to see his cute ankles but his socks :(,0
4932,honestly at this point i do not care about compensation . i just want to be able to play bf again . :(,0
4933,that song is not on here :(,0
4934,a my baby :( 💕,0
4935,i could not sleep last night n it did not help me waking up at 8 this morning n my phone was not even charged :(,0
4936,please can you tell everyone why you didnt go to vidcon :(,0
4937,"i need to like , tell myself na , na okay lang :((((",0
4938,follow back :(,0
4939,my heart is currently torturing itself :( lol wat,0
4940,female student killed in some caste love kirkiri :(,0
4941,i ' ve run out of bread and i do not feel well enough to make any . :(,0
4942,i had a dream of you :(,0
4943,":( broken hearted ? that ' s just a phase . do not worry , you can do it !!",0
4944,stop being sour :( it does not suit you 😂💞,0
4945,wonho reminds me of someone >:( i just cant put my finger to it,0
4946,"wont be in work today , feel so ill :( i have a tummy bug xx",0
4947,last day on the beach :-(:-(:-(....,0
4948,rain :(,0
4949,visual studio 2015 ? it just got out . switched to it already and broke a lot of code :(,0
4950,seriously this is unfair some are not asking questions ! there are ready to answer and win :( ='( while we busy asking questions !!,0
4951,mission bear : failed again :(,0
4952,:-( ugly af :-(,0
4953,pap of your spirit animal ? — no i dont have :(,0
4954,"i totally ship # danzell , i ' m crafting that i can not go to vidcon , i would sell my soul to the devil to just get a hug from dan and phil . :(",0
4955,because they hate me | :(,0
4956,he ' s gona miss sheff utd / york probably waiting for a visa which leaves gim with 1 friendly . bet he starts season on the bench :(,0
4957,but who will lead us when you ' re gone :((,0
4958,😂😩😩 what a mess :(,0
4959,irony is its more harmful .. :(,0
4960,i miss you so much more :( xxx,0
4961,no motivation :(,0
4962,but that is the point . because it is yolo i sort of die when lactose is in me ... ugh like 3 months pregnant bloating :(,0
4963,really sorry i cant find the image you have mentioned :(,0
4964,im not getting ollys tweet notifications :(,0
4965,going home tomorrow :-(,0
4966,too bad i ' m poor :(,0
4967,your team killed me :(,0
4968,no way !! :(,0
4969,i ' m so inactive :(,0
4970,:( the world where alternis kills himself is really sad because they leave that place and everyone there just has to die,0
4971,is everyone gonna be talking abt rat boy today bc :((,0
4972,why on earth did i assume it would not rain in london ? most likely influenced by overall warm and dry past weeks in continental europe :(,0
4973,"i remember when fab four had a 24 hour call , damn i miss that so much :(",0
4974,😀🔫 r u sure u want that b r u h we barely survive w them in tank tops :((,0
4975,so thirsty :((,0
4976,what is a konami policy about pes pc version ?! what happen ?! why all version are not same ?! :(((,0
4977,does not have the sound effects :(,0
4978,i blame rantie for all of this :(,0
4979,ummmm ok ? this is a new development :(,0
4980,you guys are never on :( — aw sorry we ' re really bust atm .. shall be back soon,0
4981,bad :( i do not like it . this video is too many perverse .,0
4982,first time to go to school without my bracelets :(( it feels odd,0
4983,i can not fall back asleep :(,0
4984,im not until the twins follow me back bylfnnz :(,0
4985,that is unfair .. why u should banned our all film in pakistan :(,0
4986,i want one :(,0
4987,feel sick :(,0
4988,hmmm 10 mins to get my train and i ' m currently about 15 mins away :( # failsatlife,0
4989,i ' m so hungry :(,0
4990,i want it to be my birthday already :(,0
4991,completely agree . the press will not :(,0
4992,im super duper tired :(,0
4993,having boring time :( do not know what to do .....,0
4994,"ill be on soon , i promise :( waaah",0
4995,i wanna change my avi but usanele :(,0
4996,my puppy broke her foot :(,0
4997,where ' s all the jaebum baby pictures :((,0
4998,but but mr ahmad maslan cooks too :(,0
4999,as a hull supporter i am expecting a misserable few weeks :-(,0
5000,# followfriday for being top engaged members in my community this week :),1
5001,hey james ! how odd :/ please call our contact centre on 02392441234 and we will be able to assist you :) many thanks !,1
5002,we had a listen last night :) as you bleed is an amazing track . when are you in scotland ?!,1
5003,congrats :),1
5004,yeaaaah yippppy !!! my accnt verified rqst has succeed got a blue tick mark on my fb profile :) in 15 days,1
5005,this one is irresistible :) # flipkartfashionfriday,1
5006,we do not like to keep our lovely customers waiting for long ! we hope you enjoy ! happy friday ! - lwwf :),1
5007,"on second thought , there ’ s just not enough time for a dd :) but new shorts entering system . sheep must be buying .",1
5008,"jgh , but we have to go to bayan : d bye",1
5009,"as an act of mischievousness , am calling the etl layer of our in - house warehousing app katamari . well … as the name implies : p .",1
5010,# followfriday for being top influencers in my community this week :),1
5011,who would not love these big .... juicy .... selfies :) -,1
5012,follow & follow u back :),1
5013,"perfect , so you already know what ' s waiting for you :)",1
5014,great new opportunity for junior triathletes aged 12 and 13 at the gatorade series ! get your entries in :),1
5015,laying out a greetings card range for print today - love my job :-),1
5016,friend ' s lunch ... yummmm :) # nostalgia # tbs # ku .,1
5017,it is the id conflict thanks for the help : d here ' s the screenshot of it working,1
5018,hi liv :)),1
5019,hello i need to know something can u fm me on twitter ?? — sure thing :) dm me x,1
5020,# followfriday for being top new followers in my community this week :),1
5021,"i ' ve heard the four seasons is pretty dope . penthouse , obvs # gobigorgohome have fun y ' all :)",1
5022,yeah i suppose she was lol ! chat in a bit just off out x :)),1
5023,hello :) get youth job opportunities follow >>,1
5024,💅🏽💋 - :)))) have not seen you in years,1
5025,thank you ! :-),1
5026,hope the rest of your night goes by quickly ... i am off to bed ... got my music fix and now it is time to dream :),1
5027,spiritual ritual festival ( népal ) beginning of line - up :) it is left for the line - up ( y ) see more at :...,1
5028,hey sarah ! send us an email at bitsy . com and we ' ll help you asap :),1
5029,lols . : d,1
5030,my kik - hatessuce32429 # kik # kikme # lgbt # tinder # nsfw # akua # cumshot :),1
5031,come to my house :))))),1
5032,"# nsn_supplements , effective press release distribution with results ! :) [ link removed ] # pressrelease # newsdistribution",1
5033,hi bam ! can you follow my bestfriend ? she loves you a lot :) see you in warsaw < 3 love you < 3 x46,1
5034,everyone watch the documentary earthlings on youtube :-),1
5035,follow & follow u back :),1
5036,# followfriday for being top supports in my community this week :),1
5037,buuuuuuuut oh well :-),1
