,text,target
5865,@EmilySmith_91 Dale send a billion kiss to her :) Have a magical day!,1
5866,@mcllary That might work :) Have a great weekend. \OP,1
5867,"Smile, it's #friday :) #TGIF #weekend http://t.co/L6KxKEAl75",1
5868,i will not cast my vote in next elections :) #JCReport,1
5869,@PebbleHelp Have done! Thank you for your tweet :),1
5870,"@JILLCLARK1808 @BigAl_lfc @SuePeace1 @michell47881905 @Bevanns @susanhorgan1 Oh piggin just go will yer, give us some peace :)",1
5871,@alElizabeth Appreciate the follow :) have you heard of our botanical soaps?,1
5872,@Ashton5SOS @5SOS love u 2 :-),1
5873,Late upload. Freshly done/3weeks old healed. :),1
5874,@Im_MsKittenns oh. I was in bed haha. I can't sleep though. My day was too exciting :),1
5875,@TOBMAST3R @inspchin @koeitecmoeurope @TanikoHorigome @GoldxFierce @Kronin1 @Addictrian @chako33 @MatthewRumple thx Tobi-bro! :D,1
5876,@nikimcglynn How good is that! I think it was my first ISP too! :),1
5877,@tessasmith4evr @BlueBellEMS we'll steel some from the @BlueBellEMS next Wednesday and see what it's like!:),1
5878,hey there :),1
5879,"@camerondallas definitely loves making people smile cause I swear since I met him earlier, I haven't stopped smiling :) i love you cam 😭❤️",1
5880,"@SabihaMahmoud ... except for her Lord, masha'Allah :)",1
5881,@NeilWhoreAnn some French fans made a movie about the WWAT in France last year with our videos and photos :),1
5882,"@max_pen1 It has been fixed, thanks for your feedback :)",1
5883,Thanks to everyone who came to the stream :D Hope you guys enjoyed. Night all!,1
5884,@siddichan @Twitch YAAAAAAAAY thx :),1
5885,Looking forward to reviewing ours :-)  https://t.co/y8SUBXjqXk,1
5886,Thank you Beiruting :),1
5887,@coolkidsftnjh fback? :),1
5888,Thanks for updating your profile page @AlexaPoppe :-)  http://t.co/JK3NSXIRMe,1
5889,Lovely coffee :) @CoffeesToGo1,1
5890,Here's a cute panda to make your day! :) http://t.co/zCaWqrjSvr http://t.co/FuZNhjGWD7,1
5891,@x0lovestephi thank you eonnie :)),1
5892,"@stokebrisbane Hi! Saw who u follow and thought u might like ""Dark"" https://t.co/CFl0s5hwWw .Plz let us know what u think :)",1
5893,@Polished_teeth my favourite too! :) @ciatelondon Cream Soda :),1
5894,"I love my body, when it's fuller, and shit, even when it's not lol. I'm just happy to be healthy :) happy to be happy.. 💓",1
5895,Rettweet :-) http://t.co/l6T0rx7bEf,1
5896,@DianaaOrtizz the real MVG (MOST VALUABLE GIRLFRIEND) for staying up with me till the Madrid game starts :-),1
5897,@OLX_OHayoung96 sore ya :),1
5898,"@tmhcuddly I'm so excited, we should definitely meet up :)",1
5899,@morriskid are you coming to Bergerac?  Have the first team left any u21's I'd know of? #checking for chants :-),1
5900,@rizwanism :) just a choice of food. Left to the individuals.,1
5901,@VickiCartagena The episode is excellent so far.:-) I love Adam Beach's movies &amp; shows.I'm looking forward to seeing Suicide Squad next year,1
5902,"Growing very fond of Christopher, didn't like him initially because he was cocky and didn't really prove it but his attitude's improving :D",1
5903,@GlenOcsko sounds good! Can you DM me your email address? Will suggest some dates for a coffee! :),1
5904,@forlodge1 It is indeed - many thanks :-),1
5905,Just smile even your in Pain :) http://t.co/AxTiqf0xek,1
5906,Hi happys!!:) http://t.co/AGiLlxJdbi,1
5907,"Funny. Intelligent, strong and funny. Just funny... :-) https://t.co/IqJwYRF52C",1
5908,Hello :) Get Youth Job Opportunities follow &gt;&gt; @tolajobjobs @me1campbell,1
5909,"@mokwepa no, other than it using Cs :)",1
5910,"you ever watch certain people's snapchat over and over again, bc i know i do :-)))",1
5911,@IbnNabih1 that's all ok I know your busy :),1
5912,Last 2 exams :),1
5913,forgot u were up. :)))  https://t.co/Or6eATWDjm,1
5914,Fun fact: I love meeting new people :),1
5915,@jaseygalore I know the home-based office busy feeling :-) Pity about your knee - what happened?,1
5916,"SALE FLEUR DRESS CREAM #Readystock_hijabmart
IDR 325.000 ====&gt; IDR 200.000 :) http://t.co/AGp51NQMbS",1
5917,@pprabha014 Thankyou :),1
5918,@fernandeznoemi4  follow @jnlazts &amp; http://t.co/RCvcYYO0Iq follow u back :),1
5919,Is Tompolo meeting aimed at stopping the sale of the oil that we cannot find buyers for? :D,1
5920,"@Centerfxld that's true, @johngreen doesn't disappoint! Looking forward to Paper Towns? :)",1
5921,"That's all I need to know, is that everything is going to be okay :-)",1
5922,@LTBeautyBlog @FDNCoffee I say less slacking &amp; getting cracking :),1
5923,@JulieWestern I don't know the name but it is particularly striking. Happy days :),1
5924,"@misshollylou Hey, here's your invite to join Scope as an influencer :)  http://t.co/ipJ2yOiGet",1
5925,@DeewaniVeronica 31* My Bad Mam :p,1
5926,"@FrancesBeeton Lovely looking cake, bet it tastes good too :-)",1
5927,FeyTyaz Follback ya :),1
5928,"@dalenaha1 so I found this last night, lets just say there was an instant stiffening of my interest :) https://t.co/sw5O1Bz4y9",1
5929,Rettweet :-) http://t.co/zBOvLw0y5S,1
5930,@CHUBANHES fback? :),1
5931,Rettweet :-) http://t.co/CGTjR664Kj,1
5932,ricky_febs Follback ya :),1
5933,"Got Secrets of Grindea, Courier of the Crypts and possibly some Arma 3 to record today..... Gosh! And a new game that looks like Limbo :)",1
5934,@siaramelatienza  follow @jnlazts &amp; http://t.co/RCvcYYO0Iq follow u back :),1
5935,"@MyriadPhoto  thanks for retweeting @madsenjewellery orchard art show, have a super weekend :)",1
5936,"Karachi ka Venice after rains :) @rizz_javaid “@JaagAlerts: Several parts of Karachi witness accumulated rain water,http://t.co/Wionr1evBo”",1
5937,maroon cocktail dresses http://t.co/Ioj5YzNRwu #MidiDresses for @filipinaniah :) http://t.co/Vj1U5fIzBw,1
5938,@IamPatmae_ fback po? :),1
5939,0-100 real quick :),1
5940,@Iron_Vein Morning! : ) Mine is 1100D. Usually auto-focus. I only use manual for  really close up like shooting veins on crackle glaze. :),1
5941,"the new layout looks bomb! :-) 
-g",1
5942,Thanks for connecting @garrowlscq Hope you're having an Great Day!  Have a social/website question? Just ask :-),1
5943,@Tweetnesian pake :),1
5944,"@gabrielaliuw hi we made some changes in our design, hope you like it :) https://t.co/EXt098Yq1b",1
5945,joim me while I feed the troops. :) https://t.co/ZlcsRuUpPY via @audioBoom,1
5946,Any brands wanting me to review BEAUTY products on my blog? mail me at: ladolcevitainluxembourg@hotmail.com #prrequest #journorequest :),1
5947,The_MadStork Follback ya :),1
5948,"@SSalchli Good luck, Shaun! :)",1
5949,@madziucha_5 yes he is :),1
5950,Anyone who wants to be added to the bot just DM me!! :) #bot,1
5951,"@ChloeGMoretz Chloe I watched ""Let me in"" yesterday and you were really awesome! Really talented and intelligent actress, beautiful too! :)",1
5952,@hesfallenangel could i get some free solo  dms? Any to give away? :) xoxo,1
5953,@TripVerse @outboundapp thanks for sharing! Wishing you a wicked weekend :),1
5954,Hola juan.. sending you a big Hi from Houston tx! :) I've been a fan of jenni  and the family for year's.  I stumble upon a video of you,1
5955,@padaleckbye. No prob.nice choker btw :),1
5956,@seoulsjin @seouljins seouljins :) both are fine tbh,1
5957,Photoset: sadomasochistsparadise: Wynter bottoms- and an outtake :) Sadomasochist’s Paradise Cuties http://t.co/GNW1lwjFK1,1
5958,You make my day by just smiling :),1
5959,@ghostkidluke fback? :),1
5960,@itsRebeccaRayne :D ty bby!,1
5961,Please enjoy this clip of me losing my shit during cypher :) http://t.co/8FIyPQ6kkn,1
5962,"@athrawestokio @AdeccoWaytoWork @AdeccoJapan next week, i will be at my office ! so lets go :)",1
5963,@DanielCWest thank you for following me :D,1
5964,Stats for the day have arrived. 2 new followers and NO unfollowers :) via http://t.co/e644DJI0zw.,1
5965,@purehaire Amen. Thanks :),1
5966,"Hi BAM ! @BarsAndMelody 
Can you follow my bestfriend @969Horan696 ? 
She loves you a lot :) 
See you in Warsaw &lt;3 
Love you &lt;3 x32",1
5967,@shyayen  follow @jnlazts &amp; http://t.co/RCvcYYO0Iq follow u back :),1
5968,@DrenchinWine @2fai @Chompu_Kusuma paper girl :D,1
5969,@gculloty87 I know would of been lovely to have her in that pic :)) x,1
5970,@adnanCad Planted people are allowed to do any thing and every thing :p,1
5971,"@mRpOrTeR7 ""This Corner"" is so fucking Dope!! Getting addicted to it..
Great Job :D",1
5972,My bby gurl :) http://t.co/S0IiU35MWw,1
5973,Hey hey :D,1
5974,@NickTheBullsFan @CashNastyGaming still suck at editing but if this turns into something special I owe it to you guys :),1
5975,@ayokejkt Visit my blog http://t.co/UzOAqroWKx thanks :D,1
5976,"@daannymoncada @breannelaflare YOU'RE UGLY DANIEL, is it good ape?:)",1
5977,"Happy bday @Cinemainmygenes  Saar....
Have a great year ahead... :)",1
5978,@LucyLu_xx Thought you might! I saw it and I loved the verse. The butterfly part was just a bonus :).,1
5979,"Thank you :-))) OK 
Have fun!!
@anvy2446 @4HUMANITEEs @SexyAF12 @kikbella @adasamper @RachelLFilsoof
Enjoy day u all
http://t.co/5Y5OAESAzv",1
5980,well. good morning. :D,1
5981,@palakspatel would you follow me?:),1
5982,"Busy, productive day filled with a few tears, but hours and hours of laughter. Today was a good day. :)",1
5983,@17bljpk hi. You have 5sos tickets?? Dm me :),1
5984,Yummmyyy.... :-) — eating dosa,1
5985,@bbcdoctorwho so do I :D,1
5986,@MegLovesGames its probably easier to meet at the station? Unless you particularly want to show me your house? :),1
5987,A Huge &amp; Warm Welcome to @VodkaBlond :-)),1
5988,"ACHI!!!! Im busy next week because of our exams. Hope you understand that I cant tweet youuu, Bawi ako queenesther! :) @esthercarodan",1
5989,@LeeMcKenzieTV Looking sharp :-),1
5990,@xWinnerMino yess im 1 year younger than u :-) no wonder youre huge boy,1
5991,"I'm playing Brain Dots : ) #BrainDots
http://t.co/ilDzDRHf9d http://t.co/VTXNFCPFuI",1
5992,Ha! All in one picture :-) http://t.co/IgLPwLvSfz,1
5993,@Galatasaray @Podolski10 is ready :) #Poldi #Cimbom,1
5994,@LuvSocial_Media Thanks for the share :),1
5995,@LOSTCHILLHORAN fback? :),1
5996,@24f567234e3c410  follow @jnlazts &amp; http://t.co/RCvcYYO0Iq follow u back :),1
5997,@graphure Happy birthday buddy! :D,1
5998,@waterrat77 Thank you :-),1
5999,"*sigh* ""@Whykaysbeauty: Bruhhh“@Dopjones: Call me daddy one more time :)”""",1
6000,@ArianeBeeston Communal knowledge! :),1
6001,probably gonna be some @playrust though :D,1
6002,@mdokha Thanks for bringing it to our attention. Let us know if you have any questions :) 1TB would be amazing!,1
6003,@AdeptGroupLtd @TWBC_Business @TechLystics @TLB73 @SynergeeLtd @PerkPearl Many thanks. Happy Friday everyone :),1
6004,You are very welcome! :-) https://t.co/XsZ9MciY2r,1
6005,"As if bank credit departments weren't bad enough, ANZ has gone to the extreme of offshoring theirs!!! Absolutely classic :-)
#gottolovebanks",1
6006,"@DrRamcharan55 :) &amp; yup will In-shaa-Allah make dua for u &amp; fr all of us to see thru the hatreds &amp; move towards truth. Aameen
All the (4/5)",1
6007,"I Like Coca Cola , I Love Fanta , I dream about Pepsi and Die for Sprite they alls very sweeeeeeeety ♡♥♡♥ :-) ;-) :-D http://t.co/gUUlxAs9En",1
6008,@SlightlySalty_ is a good witness :-),1
6009,#welcomeTweet @VortexiK13 @urbndictionaryy @noralewis25 hi! thanks for following! just ask for a follow back :-) via http://t.co/ubXKOjpBez,1
6010,#PSYGustoKita good afternoon :),1
6011,The dream gaming setup part 2 is finished :D http://t.co/dEHgEeUIEm,1
6012,@BarbaraNadel @KirkdaleBooks Definitely :),1
6013,@superkrispydj thanks :-),1
6014,@beamillerqs make ur dms open pls !! i have some questions to ask hehe :),1
6015,"Wet feet welcome @IOWOpenStudios no carpet to,worry about :) http://t.co/q1zK66SmNi",1
6016,You're a judgmental hypocritical narcissist :-),1
6017,@BhaktisBanter @PallaviRuhail Another jumpsuit... bt in denims...:) #FlipkartFashionFriday http://t.co/gMfG27Hmrt,1
6018,@RX931 Verge by Owl City! Thanks :D,1
6019,"@NECCMatthew also, sometimes a nice break from seeing constant tweets about one subject is welcomed :)",1
6020,#ff @CapeLondonWine @stanstedchamber @iconic_pr @Its_an_airline @Martelsbusvill Have a great day everyone :-),1
6021,@jefhong12_21  follow @jnlazts &amp; http://t.co/RCvcYYO0Iq follow u back :),1
6022,hey mom i hit a home run :),1
6023,"@siavashhnr haha :) How are you, Sia?",1
6024,@kath_patel We're counting on it! :) ^MM,1
6025,@begbie4017 @heathersmusical What a brilliant parent teacher interview!! Finding out those wonderful things about your talented girl!! :)),1
6026,.@FileClickPrint Thanks for following us! Have a wonderful Friday :) #FF,1
6027,@DrRamcharan55 u started the comparative religion rant as well :) after all ur a STUDENT of it. I guess the last benchers probably (1/5),1
6028,In the Porsche paddock at #BudapestGP and I found out #JohnyHerbert from @SkySportsF1 is rolling with us this weekend! :) #PorscheSuperCup,1
6029,"Waking up to nice weather, Koyal 's melodies
An unexpected surprise to create memories!

@blogadda 'Freshness' makes my day :)
#MaxFreshMove",1
6030,17 science students this side please :),1
6031,35 more eps until I catch up wirh arc v!!! : ),1
6032,"Hi BAM ! @BarsAndMelody 
Can you follow my bestfriend @969Horan696 ? 
She loves you a lot :) 
See you in Warsaw &lt;3 
Love you &lt;3 x31",1
6033,@iMartyn Happy birthday! Didn't know wolves had birthdays :),1
6034,@TeknoGadyet Thanks for sharing this! :),1
6035,@RefSRK18 May Allah fulfill our one n only desire....ameen :),1
6036,#KCA #VoteJKT48ID HelpingGroupDms: quote tweet with a dm you really want and I'll surprise a few of you :),1
6037,"@marshyymiullow you have a weird DP, you know? :p",1
6038,@alphatecheating @GasManGod wife and 2 kids? Poor you. :-),1
6039,@BANGMELIAMM fback? :),1
6040,I NEED A LIFE :),1
6041,@Jeandysanglay  follow @jnlazts &amp; http://t.co/RCvcYYO0Iq follow u back :),1
6042,@tracychua16 @xaaanshine  chicks :),1
6043,@Ripap70 Hi ;-) If you want a free guide use the ZonzoFox App using this link http://t.co/PSbF2rELHn Have a nice stay :-),1
6044,Thank You @yadavakhilesh Bhaiya. :-) https://t.co/GZoWXWxEEN,1
6045,"@tehreemabbas13 
Thank you brother :)",1
6046,@Candiferslaw Lucky dog I hate you....    :),1
6047,@Author_Patty @dhinakaranjbraj Patty! :-),1
6048,@xwing_t65 I will definitely post about it in my blog! :) It's such an elaborate project and I am doing thing I never did before.,1
6049,Planning a trip to Kuching? Enjoy special room rate only at Merdeka Palace Hotel &amp; Suites with PLUSMiles card! :) http://t.co/KwlZtWSREM,1
6050,@vedahhh glad to be of service it's kinda what I do :) hahahaa,1
6051,"@FroudRS @Mini_Marm  i mean New,  Nex still safe in GWD  :D",1
6052,Whom do you really love? — i love all who did the same thing to me :) http://t.co/qpSlKbIHio,1
6053,shes not a nice girl trust me :) — okok i trust u &lt;3333 http://t.co/37yWMi8TES,1
6054,cause u know ur wrong :) fucking idiot https://t.co/HQl4NjOeSh,1
6055,Chaerin unnie : ),1
6056,@ParentingWT It's great that we have that as a very viable alternative nowadays. :),1
6057,"@ryancavalier glad we could help, I will make sure to pass your comments on and thank you for the lovely tweet :) - IP",1
6058,The Tombow ABT has arrived :) https://t.co/LD6CXQyKwI,1
6059,@IRagunton Hi! Would you like an @imPastel concert? Let me know your city and country and I'll start working on it! Thanks :),1
6060,"happy FriYAY, happy followers :-) xxx ♥",1
6061,@KayOddone Kinda smug to know we were doing all that stuff at Marrickville Public over ten years ago :-),1
6062,I have loved you since we were eighteen @iqbaale :),1
6063,A perfect triangle will win the ball game. :) #AUvsSSCR  #NCAASeason91,1
6064,@TravelWTheSmile thanks for sharing! Wishing you a wicked weekend :),1
6065,"Morning :)
The Kills - Future Starts Slow http://t.co/KS7bml93WH",1
6066,"I'm Trying to make ice chocolate coffee popsicles, it's so soft that will melt in your mouth :) perfect for hot day",1
6067,Thankyouuu Dianna :D,1
6068,"""ngga usah dipikirin elah"" you can't easily say that to someone who's an entp :) the T is there for a reason",1
6069,Smile every day :),1
6070,@iamValC @keodancer @SashaFarber killin it! Meme worthy @EmmaSlaterDance? @Dance10Jenna :) Cool shot of @Dance10Alan! http://t.co/hK74TOBM1u,1
6071,@fynemo emon : ),1
6072,"What is it with this country, first sign of a decent outdoor rave and it pisses down all day :)
I've had to pack... http://t.co/22zYFK8doG",1
6073,@Stacyyy24 Happy Birthday :),1
6074,@akijuneja I'm glad you like our services. Happy shopping with us :) ^DV,1
6075,@LARRYNGTONDO fback? :),1
6076,wow finally aku bakal liat kak merry di tv for the first time :D,1
6077,@patrenganneng  follow @jnlazts &amp; http://t.co/RCvcYYO0Iq follow u back :),1
6078,"Post a pic of your outfit for today with the hashtag---&gt; #FashionFriday :) will be uploading them later today on my blog, join in on the fun",1
6079,@KuljuTommi @nathaliea1010 Thank you. I always wanted to see it from that angle.Nelson would be proud :),1
6080,@silvslee lol go! It's cheap right now :),1
6081,@FeistyPixxi me too :),1
6082,Enjoy a cute baby panda! :) http://t.co/jR8aDEjWf8 http://t.co/s03QS5q4l7,1
6083,@TheBodyShopIND #MyMonsoonStory TEA TREE SKIN CLEARING LOTION - as Moisturizing the skin is very important during monsoon :),1
6084,@chelsea_acker WHOOP WHOOP! :-) #quacketyquack http://t.co/Or9w6eqCiM,1
6085,"""@Real_Liam_Payne yeah thanks @zaynmalik for being so romantic and I love you too baby ! :)""",1
6086,"Are you in #Valencia this #weekend?
Enjoy it!! :)
https://t.co/U3EFde4xuH http://t.co/7R0UYDariZ",1
6087,"@bwoyblunder @rajudasonline Sorted :). Thanks. Daaru party in my chaddi, bros.",1
6088,"Beginning of Line-up :)
It is left for the line-up (y)
https://t.co/aYaCd8aIPb http://t.co/APoKT3tTnA",1
6089,i don't know how you feel about me which means means i don't know how to act around you :))((,1
6090,@write2kill Ha ha :-) I guess I was being polite.,1
6091,@thatbrooke thanks so much :-),1
6092,no sleep tx :),1
6093,@tschelseamarie Looking wonderful.Great body. Love your really closely trimmed pubes :) xx,1
6094,@its_jaylin es mi tio :) you know its a must to follow him since I'm from Sinaloa.. Arre!,1
6095,@JSHUGI we must!!! Hahaha :p,1
6096,"@kimcanhomes Really very stylish &amp; trendy! Good going Kim, Keep it up :)",1
6097,@Opera_North love it! Have a #FabFriday :),1
6098,FaceTime with Calum on the weekend while constantly messaging Luke :) https://t.co/UTosEIoktF,1
6099,@FetusJuju  follow @jnlazts &amp; http://t.co/RCvcYYO0Iq follow u back :),1
6100,"@jellybrations well thanks guys, we will be sure to do all of those things! Hope you're ok :)",1
6101,"@vltrdlcrz No info yet. We'll announce as soon as we get them, #Filbarbarian! :)",1
6102,@yeastieboys I've not been to your beer talks but I'd say that having 2 broken arms is more of a issue than being being 1 testicle light :),1
6103,So proud!! :D :D Night Social App by Katerina Maniataki - Design Ideas http://t.co/WIsq6iBxv8 via @designideaspics,1
6104,"@AvishkarPanday Ahh, alright :) Just wanna know if it's worthwhile. Judging by some tech reviews, it's better than Windows 8",1
6105,"@jlmakes found that later, sorry for asking a stupid question. Loving the plugin so far! Also loved your bass slap on IG, I play too! :)",1
6106,@onlytheshelley 6pm is when the doors open for everyone with  (VIP/general) tickets to get there seats early and watch support acts!!:),1
6107,@liamsmyteddy fback? :),1
6108,LONDON Baby!:)) #toptravelcentar #ttctop #lux #luxurytravel #beograd #srbija #travel #putovanja… https://t.co/HJYBWA0N22,1
6109,"@WendyFigueira Thank you Wendy. We provide the fresh water for the area, @AnglianWater provide the drainage service. Amy :)",1
6110,Homebound. :D HAHAHAYS.,1
6111,@zaynahoranpayno Your Welcome! :D,1
6112,Yeeeeah ! :D …,1
6113,@Uruk_Hai2222 moar kittehs will be incoming :D,1
6114,Looking forward to meeting @nicklevine at @sift towers today! :),1
6115,@kerryjackson201 Yippeee! We hope you + your little one enjoy some scrummy recipes :),1
6116,@KillaEarth ur bio. I moved from MCPE -&gt; Vainglory :) u with me?,1
6117,@czagnzls It's one of those days I wish @ibetreyes was here :)),1
6118,@metrotrains thanks :),1
6119,Awesome @metrotrains driver on the 6:01 Lilydale from FSS.  Give that man a raise :-) #magicalmysterytour,1
6120,"@neskaife chek the rules and  how to join :D 
you can chek our weebly",1
6121,@EdwinaAlexander Good luck in London this weekend! Have a super results! Great support from Donetsk :)) ;)) ;))),1
6122,@SkyscannerUSA thanks! London is my favorite city on earth! Wishing you a wicked weekend :),1
6123,Thanks for the follows @rosbailey2_ros @CircuitElec :),1
6124,@rolly2416  follow @jnlazts &amp; http://t.co/RCvcYYO0Iq follow u back :),1
6125,"@Tanyawarren Thanks for following!
If you need anything printed; from personalised gift wrap to business cards/stationery- get in touch :)",1
6126,"@zXw0lfXz Hi Adrian, you should have this parcel on Monday or Tuesday :) -Pris",1
6127,@TheLuckyHand @neonblaze72 Back in 80s I wz pattern cutting/making &amp; buttonhole finishing 4my designer friend's famous clients :),1
6128,I have to get up in three and a half hours :),1
6129,"""P"" keeps me alive :p :p",1
6130,Trial spm be nice :),1
6131,@Diekno26 Happy birthdaaaaayyyy dinooo!!! :D,1
6132,Cardio done! STEAK on the go this time. Cue the photo. :p At my laptop putting things together! EXCITING :D http://t.co/xfv9CElbNH,1
6133,fav if ur up &amp; u like guinea pigs :-)&lt;3 http://t.co/e8ffJ2a5ro,1
6134,@otraclace where you live in the summer :D,1
6135,"Hi to all my bestfriends/friends out there! :""&gt; salamat sa mga nag.greet! :) Really Appreciated guise :-* Godbless y'all :)&lt;3",1
6136,@applewriter you can do it! :D,1
6137,"Dear Crush, You're the ""Apple of my eye"" :)",1
6138,@CorstianBoerman it ain't bad :),1
6139,@GadgetAddictsUK @YouTube Thanks GA!  :D,1
6140,@charliebateman4 @BMA_Models You deserve it for all your fab work :) Good work Charles #workhard #models,1
6141,Follow my instagram @aufazatin :D,1
6142,Done :) @fannyelf7 @dhilaelf2 @gheolya @ks_ys3424 @seevia_1524 @sulpa_aiden,1
6143,"Ain't it too early forrit!!..wah happened to tea,bread and bacon/butter @Alpacino_jay: Done with the Afang soup, making semo is next :D""",1
6144,One word? :p https://t.co/pfxsm8w3eT,1
6145,brb going somewhere im forced to go :-),1
6146,Check out my #blog!! http://t.co/yJxIrWiMZ1. Let me know what you want to see :) #lbloggers #pbloggers #recipes #bookreview #toddlerlife,1
6147,@TommoLouisSmile done too :),1
6148,"@waddoboro - doesnt it just, but where do they go from here, thats the question :)",1
6149,Tato bulat :D https://t.co/GTgsmxNjng,1
6150,"@babypuffinator cause i have no problem discussing these things, you know that :p",1
6151,@edzelcastillo  follow @jnlazts &amp; http://t.co/RCvcYYO0Iq follow u back :),1
6152,@MatthiasLissner @CarlHamlet Gosh this is so true! :D,1
6153,"@ankitsri24 Sure thing :) We have shared your suggestion with the concerned team, we are sure to get them back pretty soon.",1
6154,@surfboyliam fback? :),1
6155,"""@macykatemusic: You Know You Like It - DJ Snake - performed it at vid con todayyyyy :) https://t.co/ddaXAxtknE""",1
6156,"@MaxBlumenthal Hi Max, I was filming in Gaza a few months back. Would love retweet if you think it's good enough! :) https://t.co/l38a8bAd4z",1
6157,@Diane_Delsigthis is what I see after logging into my game this morning ;) I will always remember your trip to BBB :) http://t.co/1gSi2Ntav7,1
6158,"I think I need to rest, goodnight :) xx",1
6159,@lalatenduM have you tried turning it off and on? :),1
6160,"hi everyone, i love u all :-)",1
6161,@CodyLatimerAunt i will :-),1
6162,I got both videos ready for tomorrow. I can sleep peacefully tonight! Goodnight everyone! :),1
6163,@TheColorRunUK Thank you :-),1
6164,Pc HOtel :) &lt;# :D http://t.co/69DmYEjBgK,1
6165,"@2min4roughing No, I'm 22! :) 18's legal age here. I don't drink that much at all really.",1
6166,"@IronMillTech Also, what is it you want me to do with this info? I shan't be ditching @ecotricity! And I'll die before I vote Tory...:)",1
6167,@Beingsherry27 @shabnam2824 @kanchan789 @YoanSkAngel @MentionTo love u sis :))  #BajrangiBhaijaanHighestWeek1,1
6168,"@amcyoung @peasbloss 
Ah, S'okay Andy!
Thank you-and yours! :)",1
6169,"@LampeLois Please follow me, I will return it soon follow :) #TuitUtil http://t.co/Fw5JKPrVxt",1
6170,"@SimonVictor87 Aww cheers bud. Yeah would have been good to see everyone, hope you are well :) x",1
6171,@JonicaYacap  follow @jnlazts &amp; http://t.co/RCvcYYO0Iq follow u back :),1
6172,"@cliffords_ass @Michael5SOS awww... dont worry dear, you will get used to it :)",1
6173,@tomfooled @ReadingLibDems Great! I've got a lot to learn so I'll have lots of questions for you :D,1
6174,@santhanaram You look like you are having lots of fun! We hope you had many good takeaways today :),1
6175,Your smile makes me smile :).,1
6176,@94arrestinghes fback? :),1
6177,Slept like a baby last night. Instead of waking up every 1hr :D,1
6178,genial :-) http://t.co/cMehv4MT2w,1
6179,@VisitLancashire @StAnnesBeachHut @LMuseums fab competition :),1
6180,@Seventh_Naruto yosh :),1
6181,@MrsPandP Thank you :),1
6182,I know I should be packing. But procrastinating is so much more fun. :) Plus I need some outfit sorting... http://t.co/ep39uOZsoM,1
6183,"@ron_boll Hi! Saw who u follow and thought u might like ""Dark"" https://t.co/ZGFwvC5IxT .Plz let us know what u think :)",1
6184,"Telling people at KFC to go buy ""she's kinda hot"" on iTunes :))) #dedicatedfan
@5SOS 💜💜💜💜",1
6185,@RealCrimeMag Don't be daft.  Teething troubles.  You're allowed :-),1
6186,@thestylebox Huxley looks so cool with his basket. Good choice of favourite shop too. :) Ben.,1
6187,"@RaruShopping Thank you, I've sent them an email :)",1
6188,"Gamer Follow Train!
Follow Me
Retweet this
Follow all who retweeted
Gain active followers :) 120",1
6189,@S0N0S_ Happy Birthday :),1
6190,Given Kepler 452b distance I propose  'Far Away' as a suitable name. Perhaps @PeterFHamilton1 fans can comment or suggest alternatives? :-),1
6191,@AnneHole @YouTube love using this :),1
6192,"@gitawnchstr we made some changes in our final design, hope you like it :) https://t.co/EXt098GP9D",1
6193,@ilian428cade Thanks for the retweet :),1
6194,#TGIF.......Happy Friday :) http://t.co/YUoHs2ZUYe,1
6195,Off to Stockholm to see @EllinorKronsell tonight :) :*,1
6196,@MyMusicPL super :D,1
6197,alright &amp; last winner will be @bizzleftdemi :) dm me ur email,1
6198,@Immanu3 thank you :),1
6199,@CFCDianaMonkey brilliant thanks for all the advice :-),1
6200,Suite life of zack and Cody :-),1
6201,S/o to my cat for destroying the back of my heel with his claws :-),1
6202,@njhornylou fback? :),1
6203,@KhushbooZG I heard lot of good things about this movie..will definitely watch it :),1
6204,@akocjermy19  follow @jnlazts &amp; http://t.co/RCvcYYO0Iq follow u back :),1
6205,Q. What does a blonde see when she looks into a box of cheerios? A. Donut seeds. :-),1
6206,I'm back :) sorry I had many problems :) http://t.co/BskkttBzSn,1
6207,"@AliciaTan95 thanks! I know, they are the cutest! Love them! :-)",1
6208,Thanks @Stn_Ang :) ! #FFBack @SebIscariote @Ninoiudi @IR5_Cooder @twhiitney @pirlouit_be @Montishow @katiaely @EnglebertKo,1
6209,@JackJackJohnson please put it on spotify too please? :),1
6210,We've got the #FridayFeeling here in the VC Careers team today :) And we have a new #job to share too: http://t.co/0q92YpovkQ ^G,1
6211,"goodnight, fuck :)",1
6212,@serxndipityrp done :),1
6213,See you tonight for our #TGP1 test races! :),1
6214,"What about us? ""@__KaraboM: 10 loners this side please :)""",1
6215,Hey @DeVoTrAv do you follow back average joe's that love the #BlueJays :),1
6216,Some #vinylbear ice cream being made ready for the party :) https://t.co/YLmavlZPM2,1
6217,"#FF my BEST PALS &amp; FURBABY’S Luffs &amp; Hugs 4 the Weekend :) x 
@lancswitch3
@ILuvsScarlet
@LavenderPinks
@smartsog http://t.co/fIYPR3t2Ai",1
6218,"@dansmith89 Glad to hear it, Dan! We're mega excited about our retail launch :) Don't forget to look for us in Boots and WHSmith, too!",1
6219,@ZackAkihito if your ps3 was still good I'd say keep it but it's no use keeping it now though. Your choice :),1
6220,"It's still so nice out right now, I 💜 it! :) :) :)",1
